"","b_GenderMale","b_Age","b_Height","b_Weight","b_family_history_with_overweightyes","b_FAVCyes","b_FCVC","b_NCP","b_CAECFrequently","b_CAECSometimes","b_CAECno","b_SMOKEyes","b_CH2O","b_SCCyes","b_FAF","b_TUE","b_CALCSometimes","b_CALCno","b_MTRANSBike","b_MTRANSMotorbike","b_MTRANSPublic_Transportation","b_MTRANSWalking"
"1",-1.64017750154096,0.132894916662662,-6.81787577331406,22.8327758206191,2.30703866554976,-0.266863778049085,0.346026497014404,0.0832452734808494,-2.06987770887461,0.347398959234315,0.835724435858814,-1.87762287756191,-0.267944984126092,-0.252038827176426,-0.111896804441041,-0.0329000757235966,-0.877454139048534,-0.680280639246565,1.70074550265071,0.84476123344706,1.41476411076576,0.133209671659797
"2",-0.944728371333933,0.265503414458774,-6.72166996858085,21.5446362342812,0.973580236786936,0.660172789113795,0.214280677933674,0.388167155871657,-2.16638368045584,-0.248088886773948,-1.50706225429805,-0.860458993604355,-0.189563877495231,-0.705092679693394,-0.143013894600997,-0.0269573385670925,-1.77631420402993,-1.39468817107609,1.70466699247975,3.24944516368019,1.49742041245397,1.0676059949583
"3",-1.43827639279799,0.382098506293618,-6.76909843970572,21.5493220585031,1.55117123456034,0.249468717811883,0.0525449184443334,-0.0529255742741585,-2.56654638318207,-0.400736916409407,-1.1088141501515,-0.457545510508795,-0.135978862419957,-0.0932184477991214,0.00634000499090264,0.00578077095343544,-1.27368769448397,-1.04108080595592,0.455764557393224,3.29904070140731,1.45945750195224,0.367141097993211
"4",-1.47549425617089,0.254256488447122,-6.8712649934643,22.456041252192,1.15687978142559,0.227616160790056,0.341020952004263,0.400675401415672,-2.20015246584499,-0.244674888916325,-0.239925282188495,-2.0303136339986,-0.273010160772894,-0.19292268818642,-0.253364092406343,0.00998802411180749,-1.14617854809903,-0.418391360185355,2.32251592917841,2.46173216683526,1.58838563521268,1.26791445266718
"5",-1.45309381836865,0.292911029703758,-6.34828588333269,21.6847690037498,0.867491132147947,0.263800886596827,0.266991542055765,0.123214346131711,-2.10460401376608,-0.332338703634811,-0.896570824727856,-1.03644842752774,-0.268173236528395,-0.236070200347737,-0.04067276064744,0.166593348915494,-0.927561583218913,-0.411000838712093,2.94829422154946,2.96293164732394,1.27029108110504,0.922942626593333
"6",-1.56699810836948,0.191079998892159,-6.77369733319356,21.7424958982779,1.02502512273228,0.102101383679112,0.0707698260301637,0.121782106493259,-2.57033770473192,-0.375997225755165,-0.98538646622926,-0.578417499587354,-0.202609237354764,0.115671846484209,-0.0381191899356667,0.00523929260538454,-1.52230652928764,-0.814057134528408,1.4210933571984,2.4580768340636,1.3619593327634,1.07421178430306
"7",-1.51686007199146,0.160347705369495,-6.34826019739964,20.9496131256946,1.50894852609145,0.300233872460381,0.141231750504253,0.0858605819849729,-2.14411111948779,-0.49227782391621,-1.19696480853571,-2.22037988509135,-0.176993154602956,-0.753448756085609,-0.163935345354191,-0.0261121401746764,-1.3977906212402,-0.903571036586047,0.987208686063498,2.94484400861546,1.39114858096777,0.101139397100105
"8",-1.48113637227443,0.241688037904697,-7.12536178402746,23.243854274798,1.33290777479111,0.25744094078482,0.209940325262614,0.21941803801608,-3.0275060339046,-1.00121114908303,-1.51748504149252,-0.437585501339217,-0.332841382774829,0.146434545248612,-0.113384862503575,0.0547517409373217,-0.8423106159319,-0.291307639188763,0.739719135243331,1.88267815327653,1.75896839450751,1.21410576526011
"9",-1.54715585584974,0.25041991297939,-7.19649281712139,23.3561323059147,1.8663908447601,0.499118661128518,0.35443679412248,0.256696793782957,-3.64614190249791,-1.14439461950506,-0.752998172113523,-1.44948164529597,-0.373169083639381,-0.513780201389555,-0.0965728827906218,0.0375344110558874,-0.755818493009061,-0.164751171848858,2.12973044476884,1.12706448895868,1.53847201867851,1.66754680007336
"10",-1.04991812505459,0.237279760664,-7.44795653158153,23.5586151944982,1.82746406029093,0.324315916416347,0.290608664734876,0.0939937726084895,-2.28500394326947,-0.57964546913891,-1.28581679560078,-1.41535990222384,-0.341718974015246,0.168298480909051,-0.0459856736178638,0.00620440621219793,-0.956658007924069,-0.435261650525923,1.00799145480363,0.0112184141526001,1.65728762094966,0.810211355951368
