"","b_GenderMale","b_Age","b_Height","b_Weight","b_family_history_with_overweightyes","b_FAVCyes","b_FCVC","b_NCP","b_CAECFrequently","b_CAECSometimes","b_CAECno","b_SMOKEyes","b_CH2O","b_SCCyes","b_FAF","b_TUE","b_CALCSometimes","b_CALCno","b_MTRANSBike","b_MTRANSMotorbike","b_MTRANSPublic_Transportation","b_MTRANSWalking"
"1",-0.897543270758238,0.0543788121619533,-6.04192837239745,19.1403783234695,1.09452856870987,0.0547868220755256,0.0345448590994838,0.191726164205823,-1.53696614091583,0.178173289501984,0.0303709714716323,-0.325930967259011,-0.247773327982935,-0.061031395292789,-0.0378168433252298,-0.086156594987623,-0.310617940979378,-0.0489337182185022,0.0252377997200724,3.05379428639785,0.882724034788159,-0.0370571113383663
"2",-1.68132125029388,0.0432171215926933,-6.4283562211714,21.6148532036148,0.914584730716226,0.0584456883019133,0.0534335972487834,0.00828862543760691,-1.58334870839458,0.0317176092505373,0.110052535318187,-0.702301785925897,-0.119456999078506,-0.0568236037680072,-0.122292366026568,0.085577769642964,-0.236266716860419,-0.0313919933552343,0.000676987329125479,-0.506771941069874,0.892235662475054,0.0348585033556916
"3",-1.68200302223529,0.0137855557785788,-6.34366004129855,20.8966349350801,1.05565229409743,0.139992991137984,0.0656735872397047,0.22197447122345,-1.55734967015692,0.0143079690156936,0.0841634662844238,-0.706395324889166,-0.149145276875432,0.0218450580479966,0.0351043501736962,-0.0105485596277001,0.016565365196567,0.401845440188324,0.0374842431965975,2.93362575326291,0.795086361167261,0.0265897728259302
"4",-1.44191023819179,0.119226827443644,-6.611332908692,21.3056944355245,0.943961216089005,-0.0972564438194178,-0.10644003433681,0.107055241068725,-1.63017259709059,-0.000514806788485512,0.0556281926902923,-0.447162064249506,-0.330514603878809,-0.0336333529149535,0.125096806017021,0.0830709215361663,-0.135960412580904,0.392281810985592,0.12136784640704,2.60249543254122,0.738124226396389,-0.0422988768560866
"5",-1.63675765592353,0.156573507959378,-6.6235704641798,21.8611770141784,0.729032673712696,0.156160526736498,0.131615517178806,0.0608314140537279,-1.37744216115408,0.110198682266376,-0.228857124023524,-0.187804715753866,-0.183138099981178,0.0057070819318052,0.0477163080993813,-0.0209140484345499,-0.0274948174100373,0.169700384123499,0.0864208519591392,1.98870882780478,1.23112452981639,0.117946538451752
"6",-1.35421997126723,-0.0262046616642175,-6.44569509048074,20.8906940344809,1.39657839576184,0.0187404901345457,0.00228648390900357,0.180289513451161,-2.05161686002358,0.048721374456437,-0.460593458064181,-0.100548886912221,-0.142151838302914,0.0133610521018344,-0.105633828480752,0.00761271658107459,-0.408110695680414,-0.119386589571758,-0.135498929362403,3.96538079622465,1.02672279704945,0.0292772786247697
"7",-1.29020960862458,0.0298345840119535,-6.46369151410102,20.7801301230079,1.18150787574361,0.0256611708569222,0.16588601697387,0.119210836918155,-2.07423219160314,-0.159096833427987,0.0183959905622729,-0.119852644177761,-0.100603961898952,0.0555040849823732,-0.0922882954011609,0.0135406314603126,-0.415519348283567,0.0738329980922186,0.413435430315961,2.65305878658513,1.03706555930831,-0.016305322701729
"8",-1.27131349267675,0.233991682439165,-6.10226771737945,20.425270534524,0.724539888621154,0.128964119852126,0.0802425672848493,0.11532949762305,-1.08747406952623,0.711102807401739,-0.0401874991279022,0.0209695977658764,-0.153171862753221,-0.142317272001143,-0.101524138790632,0.0491074314243955,-0.364724673967862,0.226257905996627,0.257728872502605,2.32721776659983,1.27712386345309,-0.0622546400681975
"9",-1.1267920106299,-0.0217529834740822,-6.36975176494763,20.3308793829331,1.5798629018195,0.164099152691179,-0.0149053618861657,-0.010164108137364,-1.62430341255269,-0.2601358092768,-0.0298088524928254,-0.0865843195367927,-0.0653497833269153,-0.204179990624698,-0.0293221455298912,-0.00749611697802847,-1.36262988110687,-0.874427819737633,0.000164098650416861,0.127297373438708,0.349925380097546,-0.135315569366256
"10",-0.990932831031748,0.0138425720918388,-6.55165372429916,20.2622419545515,1.47351687679141,0.155306325384396,-0.121299397749826,0.0069293683154809,-1.50667195674905,0.254396809201316,-0.0560749222151768,-0.0539656428830192,-0.119350843176904,-0.217968994383706,0.000984818001673496,0.040383704120613,-0.960624407223011,-0.705818141423353,0.110881049388865,-0.0636842258280695,0.562782003602466,0.134963358329113
"11",-1.68954538568354,0.0766805493886372,-6.29281612819704,21.529365902856,0.984143004257325,-0.0571901804029955,0.333398512540545,0.258526808891141,-2.05822772188039,0.218018344598008,-0.0380759302577321,-0.357303324035596,-0.202292715847475,0.191282479268582,-0.115846760046757,-0.0272683151329318,-1.05082009291254,-0.0720553741536689,0.0540295548896608,0.180693488867333,1.23233021880768,0.0585697526535575
"12",-1.53843157937915,0.148568425731397,-6.43714550712826,21.2537082425504,1.00779129933172,-0.10765044050763,0.32017579586974,0.227573027490807,-2.00129478446286,0.294960707089483,-0.0289064043754655,-0.361305435968266,-0.209645156748508,0.127970043596977,-0.113403152933735,-0.0704107333047342,-1.01183752592137,-0.173305306513077,0.266430015657504,-0.101599269446335,1.3132336774097,-0.00623113805516805
"13",-0.97425727397677,0.0878301022396554,-6.59906301767349,21.5140929550917,1.031892187469,0.357904648124751,0.0809454085623207,0.0907745260908482,-1.89354535163247,-0.308459379091803,-0.0638139586549717,-0.302568986614066,-0.204679321053729,-0.16163630498976,-0.20669415728848,0.100945766124292,-0.821890323772849,-0.129215833143506,0.231708834131344,0.250702308872877,1.05468880713314,0.0178537707663534
