"","b_GenderMale","b_Age","b_Height","b_Weight","b_family_history_with_overweightyes","b_FAVCyes","b_FCVC","b_NCP","b_CAECFrequently","b_CAECSometimes","b_CAECno","b_SMOKEyes","b_CH2O","b_SCCyes","b_FAF","b_TUE","b_CALCSometimes","b_CALCno","b_MTRANSBike","b_MTRANSMotorbike","b_MTRANSPublic_Transportation","b_MTRANSWalking"
"1",-1.8054156172786,0.611978392914294,-6.9697122233151,22.9974378557063,1.36814695666865,0.283276750400369,0.185565867888727,0.189136991104615,-2.55229453000533,-0.140770953732113,0.00322413068853041,-1.68004946515899,-0.348567242685846,-0.533114898788912,-0.109322442532171,0.149811796325127,-0.727344933306441,-0.390457338871677,2.56693608591327,4.89516592088642,1.93442510376867,2.01879373869637
"2",-1.7598959744939,0.397199111461532,-6.85897000004476,22.8050521935781,1.59867761091826,-0.121554789168323,0.368219732520294,0.162944185819637,-2.48125577218715,-0.480385790676889,0.0612838788184989,-0.889681774940644,-0.268219806813129,-0.5682916633746,-0.0928674182600913,0.0442417704187284,-1.02403331548197,-0.0272773670962862,1.60322078356383,4.26858936930288,1.9816526483661,1.65187206591423
"3",-1.01594963858999,0.16259822677002,-7.49783531423886,23.9630211201826,1.62492375170999,0.617902352313856,0.202995011420932,0.317938449199596,-2.52539338899931,-0.743856301185891,-1.58352775742469,-1.11092054931795,-0.311516870808135,-0.213851514715074,-0.206015743809425,0.0491459741913617,-1.0214541514737,-0.0586217774655139,1.60722513053553,2.9885785817494,1.51056437160834,0.0384688774444712
"4",-1.99894788982671,0.437478738792498,-7.14087067801276,24.0754189811224,1.45800303933609,0.0216085272909307,0.186300797787789,0.116570042076862,-2.50719833907221,0.141085131843923,-0.845118649550345,-1.53790046514449,-0.0685210184588299,-0.109305974282459,-0.115294034876049,-0.0483618448471645,-1.50211029548313,-1.16196216484678,1.84345655708848,4.11478164216295,1.92111801860778,2.38019493601004
"5",-1.44883277141178,-0.0198950637008152,-6.75315851129525,22.2195256602211,1.55501039654099,0.737208635739892,0.492485486799051,0.302485302063284,-2.99551323216425,-1.22019817177722,-0.418335813719481,-1.68035174949031,-0.322630935959498,-0.0336078254662298,0.0100873648470581,0.138972633708418,-0.558519607056498,-0.278020236842675,1.66704842774342,3.09890751549082,0.971210814930158,-0.0253696198194672
"6",-1.60238335508294,0.151787004710366,-6.83966342086919,22.8527699625392,1.60767222308422,0.693556219601145,0.440009965555571,0.26713509206859,-2.5442638168332,-0.963584722008493,-1.27061057182178,-1.15126781169427,-0.432935796980424,0.286576574254756,-0.12261994804458,0.0978811443199042,-1.31683812807194,-0.507524809045599,0.353164009881722,2.06091997419061,1.29094839724662,-0.446025694302635
"7",-1.32618422744429,0.0145036429633556,-6.83148271826126,22.7737861967932,1.53387892818768,0.669379099832204,0.341985412512697,0.17195627234482,-2.6168823711811,-0.298923911238082,-0.390220346840314,-1.36136450403145,-0.47140068436497,0.22321836290424,0.0537790285963583,0.0411209155145791,-1.6210331506289,-1.19725084809106,0.424774254868343,-0.36005540461354,1.11166708360532,-0.0430281413243767
"8",-1.42463995886041,0.0163334255952789,-7.10647390608016,23.4991124250207,1.48835099202782,0.656108229737464,0.359108083377761,0.168885632693213,-2.98306540140636,-0.949498143114288,-0.630117973569858,-1.21779350024818,-0.496033817172464,0.238204623534459,0.0617787826837008,0.0973804298154034,-2.01080617828614,-1.32287473955904,0.640175136379477,-0.86517333762015,1.3261667978147,0.542387857931224
"9",-1.48236250090065,-0.0147504484032378,-7.11458994154518,23.4560444940892,1.53907899301449,0.502658674361871,0.327892635494773,0.10636899062836,-3.11721240436907,-0.899219634326229,-0.626750545722589,-1.3257629724233,-0.489271418220467,0.322545678726388,0.0879985918476307,0.0934075668494756,-2.05669255576884,-1.42828464520119,0.945878735270854,0.00373685639357013,1.20018786602765,0.511788735236504
"10",-1.37908971894038,0.400121821435585,-7.02833125152396,23.2324176353755,1.22553113938033,0.0504768303361698,0.12998081077916,0.203447391283586,-2.30035692969554,-0.385552639548315,-1.28526564110475,-1.88909963988576,-0.306621801999499,0.408309725334531,-0.255082879542763,-0.0493071481052338,-1.13742108697658,-0.633270308729659,0.998282737953296,3.64570231676182,1.83185371439902,0.46820593101409
"11",-1.49494028480336,0.433690861982918,-7.16076307056837,23.473859740007,1.8171979595494,0.411822445265441,0.133035610589479,0.253683074549487,-2.96458443726111,-0.47359840750733,-0.846399206951194,-0.8928515949523,-0.547897934669033,-0.0178743801503162,-0.202017044341569,0.145497138647928,-1.09851287326407,-0.49552475957383,-0.163639643220784,3.56608658261059,1.85265729607459,0.907093776944414
"12",-1.42668371880658,0.418527632901202,-7.71236045741532,24.5112702836493,1.56033999086744,0.107863534201568,0.545707273334647,0.210062246843733,-2.25611007783783,-0.204062988484677,0.23450329882308,-1.52102562440324,-0.176510539755872,-0.1926835874104,0.0290884413138594,0.246337395099575,-2.13585668716764,-1.56811602133655,5.24690264538306,5.26094678468905,1.80637629937959,1.23608178214471
"13",-1.60865056422857,0.344315608715289,-7.37107661117909,24.4787075234732,1.85297485071469,0.167454976113487,0.228681572152787,0.199281428536615,-1.21326601449461,1.04940656928493,-0.111708025136945,-1.42889257605454,-0.148164150194803,-0.130484260703458,-0.196937675223122,0.0963740313994443,-2.47024234386234,-1.9223642088446,4.42797223177757,3.90411580818831,2.13167803906102,1.24503559894739
"14",-1.96337874233083,0.598872753139639,-7.04084921959615,23.8506424678821,1.46997326925621,0.066882007403603,0.0489006811394572,0.152042546045018,-2.34952222677913,-0.534924208512025,-0.0214760811215434,-1.2609724056498,-0.144749610035765,-0.109733815801532,-0.2739760572573,0.104961702367286,-1.37354501769933,-0.794743536985989,3.88561959088332,3.02351134836252,2.23030859976439,1.4379136373626
"15",-1.72615599190116,0.452701815920318,-6.87651292912971,22.5380290747748,1.85971510950535,0.36727783543778,0.0879332626265798,0.125787529967528,-1.97402398210854,0.358280727596322,-0.859976331870863,-0.595273535498784,-0.239454238281949,-0.0480554535865995,-0.161115382385061,-0.0441596381805253,-0.196066888648643,0.379821661424355,3.4499817245658,4.47773314844699,2.24692175845829,2.04052870994981
"16",-1.19107301467476,0.462948128269869,-7.03973679059985,22.8059771630651,1.60465319747752,-0.0283797269423826,0.336896435929234,0.30076591837772,-2.76357586099619,-0.930880973391708,-0.778756849402138,-1.17291153735617,-0.188613193218609,0.0146421642278327,-0.033176789698616,-0.18689887634088,-0.502070490702295,0.0282725812217313,3.8565613469935,2.30867497652026,2.1369004306728,1.03961757950359
"17",-1.81032606374289,0.283793895659007,-6.54519690629732,21.8515951337609,0.9355047121461,0.556027455121489,0.00525794301518281,0.123156321213878,-1.68235120550163,0.0867879555955982,0.504250086934838,-1.35265073707546,-0.280189191010444,-0.509838611112418,-0.0887286187584529,0.159033572458658,-1.09203667027452,-0.400616330960984,0.743575098295065,4.76668125350501,1.32279456441637,1.1224983390943
"18",-0.814935693447811,0.306714135174118,-6.41368503943738,20.3458658228237,1.48858606061052,-0.0373010687605257,0.291445275641068,0.15556745564782,-1.76570438828211,0.188189982322096,-0.256499326826798,-0.816461944155568,-0.139395504987848,0.197475903120778,-0.125819278887966,-0.110227239887318,-1.14179103761021,-0.743646744037158,2.70090693751933,1.49896810704109,1.50748952964081,0.299850283034084
"19",-1.77570603404547,0.275311458498394,-6.62423370180839,21.5445135479827,0.939433231819254,0.466030306980107,0.115091284421837,0.119819660941249,-1.35840350154131,0.640423496062732,0.520672187780589,-1.27805712589482,-0.260316309862924,-0.329325116761235,-0.0223472119892797,0.121101521323009,-1.14345198236534,-0.569346474140108,1.44005690929163,3.40435849766938,1.34278769321392,0.807196769562944
"20",-1.84681117338872,0.218369277495561,-6.57292742401021,21.5209281611886,0.904812335722113,0.413878555695246,0.241724312465958,0.0266422494512511,-0.581463968555814,1.12059425132625,-0.292384438086244,-1.62363028010069,-0.215461884693496,-0.0624608335024442,0.247447486452204,0.07741190606945,-1.03889590042232,-0.314005192052715,4.89190285890528,2.70740115198826,1.47742901910978,-0.271714936700931
"21",-1.67440190054416,0.324689156994834,-6.26982743027684,20.9644737032124,1.29256784163672,0.36838319061676,0.0826272878553559,-0.0517586735776681,-1.44155182392514,-0.256388216245799,-0.073212670730148,-0.967639893581033,-0.350194829613341,0.152231656855312,0.244304208170927,0.047826407575846,-0.76171653798131,-0.416856500223142,4.12921374119742,2.72973446180598,1.25564015794175,0.32214175197175
